graph,condition,run_id,arm,model_tag,level,seed,step,target,value,n_hypotheses,entropy_before_nats,entropy_after_nats,entropy_drop_nats,map_weight_after,map_directed_f1_after,truth_rank_after,edges_resolved,undirected_after,selector_meta
cancer,named,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260821,1,1,5.7296,48,2.80777,1.09459,1.71318,0.44146,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.8395, ""eig_by_target"": {""0"": 1.31765, ""1"": 1.8395, ""2"": 1.17901, ""3"": 0.66821, ""4"": 0.6839}}"
cancer,shared,20260820T055114Z,probe_oracle_edits,none,-1,20260821,1,1,5.7296,40,2.3977,0.45432,1.94337,0.87842,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.83763, ""eig_by_target"": {""0"": 1.3796, ""1"": 1.83763, ""2"": 1.46377, ""3"": 0.42781, ""4"": 0.86476}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260821,1,1,5.7296,48,2.72845,0.46764,2.26081,0.87688,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.98663, ""eig_by_target"": {""0"": 1.33218, ""1"": 1.98663, ""2"": 1.40221, ""3"": 0.98714, ""4"": 0.38014}}"
cancer,named,20260820T055114Z,probe,gpt-5.4-mini,-1,20260821,1,1,5.7296,48,2.66523,0.76794,1.89729,0.49287,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.86432, ""eig_by_target"": {""0"": 1.36182, ""1"": 1.86432, ""2"": 1.29057, ""3"": 0.37861, ""4"": 0.7941}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260821,1,1,5.7296,48,2.67339,1.03049,1.6429,0.44717,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.7946, ""eig_by_target"": {""0"": 1.27268, ""1"": 1.7946, ""2"": 1.23315, ""3"": 0.44914, ""4"": 0.78383}}"
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260821,1,1,5.7296,24,2.30259,0.69315,1.60944,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72496, ""eig_by_target"": {""0"": 1.25184, ""1"": 1.72496, ""2"": 1.36854, ""3"": 0.45419, ""4"": 0.68524}}"
cancer,anon,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260821,1,1,5.7296,48,2.79874,0.99489,1.80385,0.46247,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.80907, ""eig_by_target"": {""0"": 1.40197, ""1"": 1.80907, ""2"": 1.31521, ""3"": 0.39646, ""4"": 0.59379}}"
cancer,shared,20260820T055114Z,pc_greedy_meek,none,-1,20260822,1,2,6.6177,,,,,,0.85714,,3,0,
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260821,1,1,5.7296,48,2.66692,0.76794,1.89897,0.49287,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.86171, ""eig_by_target"": {""0"": 1.36278, ""1"": 1.86171, ""2"": 1.29216, ""3"": 0.38029, ""4"": 0.79568}}"
cancer,named,20260820T055114Z,probe,claude-haiku-4.5,-1,20260821,1,1,5.7296,48,2.84281,0.54507,2.29774,0.86449,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.86114, ""eig_by_target"": {""0"": 1.46244, ""1"": 1.86114, ""2"": 1.22378, ""3"": 0.59694, ""4"": 0.38212}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260822,1,1,11.6617,48,1.38629,1.10852,0.27778,0.4271,0.25,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09748, ""eig_by_target"": {""1"": 1.09748, ""2"": 1.03972, ""3"": 0.28768, ""4"": 0.74544}}"
cancer,named,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,6.6177,48,1.60944,0.55771,1.05173,0.78209,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.2051, ""eig_by_target"": {""0"": 0.56972, ""1"": 0.69393, ""2"": 1.2051, ""3"": 0.33867, ""4"": 0.45419}}"
cancer,shared,20260820T055114Z,probe_skel_only,none,-1,20260822,1,2,6.6177,8,1.38629,-0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.65389, ""1"": 0.47078, ""2"": 1.38629, ""3"": 0.56234}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260821,1,1,5.7296,48,2.84281,0.54507,2.29774,0.86449,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.86114, ""eig_by_target"": {""0"": 1.46244, ""1"": 1.86114, ""2"": 1.22378, ""3"": 0.59694, ""4"": 0.38212}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260822,1,2,6.6177,48,1.09861,0.47878,0.61983,0.87864,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.57875, ""2"": 1.09861, ""3"": 0.40547}}"
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260822,1,2,6.6177,24,1.09861,0.43319,0.66542,0.88623,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,anon,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,6.6177,44,2.33595,0.35228,1.98367,0.92123,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.8625, ""eig_by_target"": {""0"": 0.89707, ""1"": 1.03498, ""2"": 1.8625, ""3"": 0.63658}}"
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260822,1,2,6.6177,36,1.09861,0.43319,0.66542,0.88623,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,shared,20260820T055114Z,pc_greedy_meek,none,-1,20260823,1,1,6.1009,,,,,,0.85714,,3,0,
cancer,named,20260820T055114Z,probe,claude-haiku-4.5,-1,20260822,1,2,6.6177,48,1.09861,0.47936,0.61925,0.87852,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260822,1,2,6.6177,48,1.09861,0.6841,0.41451,0.83058,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260822,1,2,6.6177,24,1.09861,0.43319,0.66542,0.88623,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,named,20260820T055114Z,probe,gpt-5.4-mini,-1,20260823,1,1,6.1009,24,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,shared,20260820T055114Z,probe_skel_only,none,-1,20260823,1,1,6.1009,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""1"": 1.38629, ""2"": 0.74544, ""3"": 0.47078, ""4"": 0.65389}}"
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260821,1,1,5.7296,24,2.30259,0.69315,1.60944,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72496, ""eig_by_target"": {""0"": 1.25184, ""1"": 1.72496, ""2"": 1.36854, ""3"": 0.45419, ""4"": 0.68524}}"
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260823,1,1,6.1009,24,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,shared,20260820T055114Z,pc_greedy_meek,none,-1,20260824,1,2,6.6895,,,,,,0.85714,,3,0,
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260823,1,1,6.1009,48,1.57241,0.44477,1.12764,0.88198,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.00868, ""eig_by_target"": {""0"": 0.79748, ""1"": 1.00868, ""2"": 0.19098, ""3"": 0.33176, ""4"": 0.69401}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260823,1,1,6.1009,36,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,shared,20260820T055114Z,probe_skel_only,none,-1,20260824,1,2,6.6895,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.38629, ""3"": 0.47078, ""4"": 0.65389}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260824,1,2,6.6895,48,1.60944,0.40289,1.20655,0.89489,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.49392, ""eig_by_target"": {""0"": 1.06013, ""1"": 0.56972, ""2"": 1.49392, ""3"": 0.4542, ""4"": 0.33867}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,6.6895,48,1.76923,0.64423,1.125,0.85342,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55373, ""eig_by_target"": {""0"": 1.07552, ""2"": 1.55373, ""4"": 0.93076}}"
cancer,anon,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,6.6895,48,0.0779,0.00389,0.07401,0.99959,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.07136, ""eig_by_target"": {""0"": 0.04674, ""1"": 0.02811, ""2"": 0.07136, ""3"": 0.05989, ""4"": -0.12865}}"
cancer,named,20260820T055114Z,probe,claude-haiku-4.5,-1,20260824,1,2,6.6895,48,1.12374,0.60405,0.51969,0.8584,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.12372, ""eig_by_target"": {""0"": 0.71912, ""2"": 1.12372, ""4"": 0.70475}}"
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260824,1,2,6.6895,48,1.09861,0.55559,0.54302,0.85891,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.69428}}"
cancer,shared,20260820T055114Z,pc_greedy_meek,none,-1,20260825,1,3,6.5865,,,,,,0.85714,,3,0,
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260823,1,1,6.1009,48,1.57241,0.44477,1.12764,0.88198,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.00868, ""eig_by_target"": {""0"": 0.79748, ""1"": 1.00868, ""2"": 0.19098, ""3"": 0.33176, ""4"": 0.69401}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260824,1,2,6.6895,36,1.09861,0.33076,0.76785,0.9211,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.69428}}"
cancer,named,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,6.5865,34,2.17738,1.04091,1.13647,0.49828,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.74489, ""eig_by_target"": {""0"": 0.84202, ""1"": 0.93263, ""2"": 0.99412, ""3"": 1.74489}}"
cancer,named,20260820T055114Z,probe,gpt-5.4-mini,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,shared,20260820T055114Z,probe_skel_only,none,-1,20260825,1,3,6.5865,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.56234, ""1"": 0.47078, ""2"": 0.83699, ""3"": 1.38629}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260825,1,3,6.5865,48,1.09861,0.69379,0.40482,0.80856,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.63651, ""2"": 0.69428, ""3"": 1.09861}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,3,6.5865,48,1.93202,0.76309,1.16893,0.7823,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.62711, ""eig_by_target"": {""0"": 0.09519, ""1"": 1.47215, ""2"": 1.38542, ""3"": 1.62711, ""4"": 0.88708}}"
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260825,1,3,6.5865,48,1.65827,0.53651,1.12176,0.84592,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.23501, ""eig_by_target"": {""0"": 0.95851, ""1"": 0.34993, ""2"": 0.28688, ""3"": 1.23501, ""4"": 0.84715}}"
cancer,named,20260820T055114Z,probe,claude-haiku-4.5,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,6.5865,48,1.09861,1.2985,-0.19989,0.45682,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,3,6.5865,44,2.16789,0.24897,1.91892,0.94057,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63333, ""eig_by_target"": {""0"": 0.7332, ""1"": 0.57827, ""2"": 1.01344, ""3"": 1.63333}}"
cancer,shared,20260820T055114Z,pc_greedy_meek,none,-1,20260826,1,0,5.6091,,,,,,0.75,,4,0,
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,named,20260820T055114Z,probe,gpt-5.4-mini,-1,20260826,1,0,5.6091,48,0.9473,0.0,0.9473,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.91499, ""eig_by_target"": {""0"": 0.91499, ""1"": 0.25415, ""2"": 0.25415, ""4"": 0.77692}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,shared,20260820T055114Z,probe_skel_only,none,-1,20260826,1,0,5.6091,12,2.07944,0.0,2.07944,1.0,0.75,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.44406, ""eig_by_target"": {""0"": 1.44406, ""1"": 1.31872, ""2"": 1.24132, ""4"": 0.47078}}"
cancer,shared,20260820T055114Z,probe_oracle_edits,none,-1,20260826,1,0,5.6091,48,0.27251,0.0,0.27251,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.27251, ""eig_by_target"": {""0"": 0.27251, ""1"": 0.27215, ""2"": 0.0, ""3"": 0.22622, ""4"": 0.15832}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260826,1,2,11.0896,48,1.80344,1.09861,0.70483,0.33333,0.36364,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.11648, ""eig_by_target"": {""0"": 1.02389, ""1"": 0.02535, ""2"": 1.11648, ""3"": 0.30868, ""4"": 0.78352}}"
cancer,named,20260820T055114Z,probe,claude-haiku-4.5,-1,20260826,1,0,5.6091,48,1.30086,0.55767,0.74319,0.83697,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.24386, ""eig_by_target"": {""0"": 1.24386, ""1"": 0.52051, ""2"": 0.40972, ""4"": 0.99336}}"
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,anon,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260821,1,1,5.7296,48,3.00015,0.53342,2.46674,0.86587,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.93518, ""eig_by_target"": {""0"": 1.56833, ""1"": 1.93518, ""2"": 1.40664, ""3"": 0.28844, ""4"": 0.81245}}"
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260826,1,0,5.6091,48,1.30086,0.55767,0.74319,0.83697,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.24386, ""eig_by_target"": {""0"": 1.24386, ""1"": 0.52051, ""2"": 0.40972, ""4"": 0.99336}}"
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260825,1,3,6.5865,24,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,named,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260827,1,3,7.4136,48,0.86671,0.0,0.86671,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.70323, ""eig_by_target"": {""0"": 0.69653, ""1"": 0.0312, ""2"": 0.21197, ""3"": 0.70323, ""4"": 0.57749}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260827,1,3,7.4136,48,0.86671,0.0,0.86671,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.7898, ""eig_by_target"": {""0"": 0.6682, ""1"": 0.01083, ""2"": 0.28049, ""3"": 0.7898, ""4"": 0.65807}}"
cancer,shared,20260820T055114Z,probe_oracle_edits,none,-1,20260827,1,3,7.4136,40,0.64084,0.0,0.64084,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.64044, ""eig_by_target"": {""0"": 0.6403, ""1"": 0.0, ""2"": 0.19228, ""3"": 0.64044, ""4"": 0.54071}}"
cancer,named,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260827,1,3,7.4136,48,2.12237,0.0,2.12237,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55041, ""eig_by_target"": {""0"": 1.14641, ""1"": 0.57326, ""2"": 0.53908, ""3"": 1.55041, ""4"": 1.11157}}"
cancer,named,20260820T055114Z,probe,gpt-5.4-mini,-1,20260827,1,3,7.4136,48,2.34377,0.44154,1.90224,0.88317,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.77004, ""eig_by_target"": {""0"": 1.16458, ""1"": 0.64732, ""2"": 0.65201, ""3"": 1.77004, ""4"": 1.15193}}"
cancer,named,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260827,1,3,7.4136,48,2.34377,0.44154,1.90224,0.88317,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.77004, ""eig_by_target"": {""0"": 1.16458, ""1"": 0.64732, ""2"": 0.65201, ""3"": 1.77004, ""4"": 1.15193}}"
cancer,anon,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260827,1,2,5.6168,48,1.09961,0.19581,0.9038,0.95917,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.30096, ""eig_by_target"": {""1"": 0.01562, ""2"": 0.30096}}"
cancer,anon,20260820T055114Z,probe,gpt-5.4-mini,-1,20260827,1,3,7.4136,48,2.12237,0.0,2.12237,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55041, ""eig_by_target"": {""0"": 1.14641, ""1"": 0.57326, ""2"": 0.53908, ""3"": 1.55041, ""4"": 1.11157}}"
cancer,anon,20260820T055114Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260827,1,3,7.4136,48,0.86671,0.0,0.86671,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.70323, ""eig_by_target"": {""0"": 0.69653, ""1"": 0.0312, ""2"": 0.21197, ""3"": 0.70323, ""4"": 0.57749}}"
cancer,anon,20260820T055114Z,probe,gemini-3-flash-preview,-1,20260827,1,3,7.4136,48,1.91738,0.44154,1.47584,0.88317,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.37226, ""eig_by_target"": {""0"": 1.02885, ""1"": 0.73688, ""2"": 0.3999, ""3"": 1.37226, ""4"": 0.6852}}"
cancer,anon,20260820T055114Z,probe,claude-haiku-4.5,-1,20260827,1,3,7.4136,48,2.1508,0.0,2.1508,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63564, ""eig_by_target"": {""0"": 1.12039, ""1"": 0.82661, ""2"": 0.47099, ""3"": 1.63564, ""4"": 1.22637}}"
cancer,shared,20260820T055114Z,probe_random_edits,none,-1,20260828,1,4,4.7115,48,1.59766,0.45102,1.14663,0.87966,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.20907, ""eig_by_target"": {""0"": 0.89993, ""1"": 0.9634, ""2"": 0.34791, ""3"": 0.34208, ""4"": 1.20907}}"
cancer,named,20260820T055114Z,probe,gpt-4o-mini-2024-07-18,-1,20260828,1,0,3.0117,48,0.51904,0.0372,0.48185,0.9939,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.42401, ""eig_by_target"": {""0"": 0.42401, ""1"": 0.19405, ""2"": 0.0, ""3"": 0.08221, ""4"": 0.26206}}"
