graph,condition,run_id,arm,model_tag,level,seed,step,target,value,n_hypotheses,entropy_before_nats,entropy_after_nats,entropy_drop_nats,map_weight_after,map_directed_f1_after,truth_rank_after,edges_resolved,undirected_after,selector_meta
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260821,1,1,5.2509,36,1.50924,0.82073,0.68851,0.70857,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.45051, ""eig_by_target"": {""0"": 0.28901, ""1"": 1.45051, ""2"": 0.11279, ""3"": 0.92749, ""4"": 1.0734}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260822,1,2,7.7535,,,,,,0.66667,,2,0,
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260822,1,2,7.7535,44,1.38775,1.52519,-0.13744,0.37677,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09894, ""eig_by_target"": {""0"": 0.65534, ""1"": 0.86789, ""2"": 1.09894, ""3"": 0.65534}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,7.7535,38,1.81571,0.0,1.81571,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.66222, ""eig_by_target"": {""0"": 0.54143, ""1"": 0.89098, ""2"": 1.66222, ""3"": 0.81716}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260822,1,2,7.7535,30,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.65389, ""1"": 0.47078, ""2"": 1.38629, ""3"": 0.65389}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260822,1,2,7.7535,48,2.30299,0.69315,1.60985,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72537, ""eig_by_target"": {""0"": 1.14083, ""1"": 0.45458, ""2"": 1.72537, ""3"": 0.57004, ""4"": 1.14847}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260822,1,2,7.7535,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.63651}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260822,1,2,7.7535,48,1.52282,0.0,1.52282,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.52059, ""eig_by_target"": {""0"": 0.39038, ""1"": 0.44064, ""2"": 1.52059, ""3"": 0.8017}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,anon,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,7.7535,38,1.81571,0.0,1.81571,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.66222, ""eig_by_target"": {""0"": 0.54143, ""1"": 0.89098, ""2"": 1.66222, ""3"": 0.81716}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260822,1,2,7.7535,12,1.77758,0.81763,0.95995,0.70077,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.14996, ""eig_by_target"": {""0"": 0.0401, ""1"": 0.50279, ""2"": 1.14996, ""3"": 0.60512, ""4"": 0.03339}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260822,1,2,7.7535,48,2.30299,0.69315,1.60985,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72537, ""eig_by_target"": {""0"": 1.14083, ""1"": 0.45458, ""2"": 1.72537, ""3"": 0.57004, ""4"": 1.14847}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260823,1,1,5.1721,,,,,,0.85714,,3,0,
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260823,1,1,5.1721,48,1.76177,0.39015,1.37162,0.91174,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60125, ""eig_by_target"": {""0"": 0.9273, ""1"": 1.60125, ""2"": 1.0497, ""3"": 0.92807, ""4"": 0.85545}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260823,1,1,5.1721,48,1.69079,0.23889,1.45191,0.94571,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.27618, ""eig_by_target"": {""0"": 0.68058, ""1"": 1.27618, ""2"": 1.13441, ""3"": 0.76191, ""4"": 1.15137}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260823,1,4,3.1765,36,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260823,1,1,5.1721,48,1.76177,0.39015,1.37162,0.91174,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60125, ""eig_by_target"": {""0"": 0.9273, ""1"": 1.60125, ""2"": 1.0497, ""3"": 0.92807, ""4"": 0.85545}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260823,1,1,5.1721,48,2.69436,1.22097,1.47339,0.48935,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.04515, ""eig_by_target"": {""0"": 1.12086, ""1"": 2.04515, ""2"": 1.31647, ""3"": 0.618, ""4"": 1.04703}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260823,1,1,5.1721,8,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""1"": 1.3863, ""2"": 0.47079, ""3"": 0.56234, ""4"": 0.37923}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260823,1,0,2.5832,48,1.59634,0.0,1.59634,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.34679, ""eig_by_target"": {""0"": 1.34679, ""1"": 1.00714, ""2"": 0.49247, ""3"": 0.51956, ""4"": 0.54585}}"
cancer,shared,20260820T064424Z,probe_oracle_edits,none,-1,20260823,1,4,3.1765,24,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260823,1,1,5.1721,48,1.64237,1.06899,0.57339,0.51012,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.5977, ""eig_by_target"": {""0"": 0.30731, ""1"": 1.5977, ""2"": 0.95992, ""3"": 0.83395, ""4"": 0.16363}}"
cancer,anon,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260823,1,1,5.1721,48,2.01791,0.85264,1.16527,0.7233,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.80501, ""eig_by_target"": {""0"": 1.13487, ""1"": 1.80501, ""2"": 1.05564, ""3"": 0.99998, ""4"": 0.72396}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260823,1,4,3.1765,24,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260823,1,1,5.1721,36,1.4692,1.02986,0.43934,0.51369,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.42712, ""eig_by_target"": {""0"": 0.24345, ""1"": 1.42712, ""2"": 0.92191, ""3"": 0.68117, ""4"": 0.09254}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260823,1,1,5.1721,48,2.69436,1.22097,1.47339,0.48935,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.04515, ""eig_by_target"": {""0"": 1.12086, ""1"": 2.04515, ""2"": 1.31647, ""3"": 0.618, ""4"": 1.04703}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260824,1,2,7.0505,,,,,,0.66667,,2,0,
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,7.0505,48,1.948,0.0,1.948,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.80628, ""eig_by_target"": {""0"": 1.3508, ""2"": 1.80628, ""3"": 0.5644, ""4"": 0.73042}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260824,1,2,7.0505,8,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.57875}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260824,1,2,7.0505,48,1.60244,0.16538,1.43706,0.96696,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60243, ""eig_by_target"": {""0"": 1.02481, ""1"": 0.70599, ""2"": 1.60243, ""3"": 0.63898, ""4"": 1.24831}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260824,1,2,7.0505,30,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260824,1,2,7.0505,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.57875}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260824,1,2,7.0505,48,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.28768, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.56234}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,7.0505,48,1.38629,0.55363,0.83266,0.82777,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09748, ""eig_by_target"": {""0"": 0.9242, ""2"": 1.09748, ""3"": 0.47078, ""4"": 0.65389}}"
cancer,anon,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260824,1,4,5.6141,48,2.15658,1.29702,0.85956,0.31716,0.28571,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.82196, ""eig_by_target"": {""0"": 1.00734, ""1"": 1.15377, ""2"": 1.79496, ""3"": 0.5278, ""4"": 1.82196}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260824,1,2,7.0505,46,1.38629,0.55363,0.83266,0.82777,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""eig_by_target"": {""0"": 1.03972, ""2"": 1.03972, ""3"": 0.56234, ""4"": 0.65389}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260824,1,2,7.0505,48,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.47079, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260824,1,2,7.0505,48,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.47079, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260825,1,3,7.6147,,,,,,0.85714,,3,0,
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,0,3.1039,48,0.70335,0.20311,0.50023,0.95214,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.63844, ""eig_by_target"": {""0"": 0.63844, ""1"": 0.34106, ""2"": 0.4345, ""3"": 0.60759, ""4"": 0.51772}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260825,1,3,7.6147,36,1.09893,0.93965,0.15927,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09893, ""eig_by_target"": {""0"": 0.00011, ""1"": 0.5213, ""2"": 0.69459, ""3"": 1.09893, ""4"": 0.00031}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260825,1,3,7.6147,48,1.099,1.2525,-0.1535,0.54459,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.099, ""eig_by_target"": {""0"": 0.00013, ""1"": 0.52138, ""2"": 0.6369, ""3"": 1.099, ""4"": 0.00039}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260825,1,3,7.6147,48,2.17472,0.93966,1.23506,0.60949,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63758, ""eig_by_target"": {""0"": 1.27595, ""1"": 0.64793, ""2"": 0.50576, ""3"": 1.63758, ""4"": 1.16199}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260825,1,3,7.6147,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.56234, ""1"": 0.56234, ""2"": 0.65389, ""3"": 1.38629}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260825,1,3,7.6147,48,1.10636,1.3915,-0.28514,0.51635,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.10636, ""eig_by_target"": {""0"": 0.00654, ""1"": 0.5865, ""2"": 0.70202, ""3"": 1.10636, ""4"": 0.00775}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,0,3.1039,48,0.06969,0.0,0.06969,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.06969, ""eig_by_target"": {""0"": 0.06969, ""1"": 0.05678, ""2"": 0.06125, ""3"": 0.06969, ""4"": -0.02186}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260825,1,3,7.6147,48,1.10618,1.106,0.00017,0.57433,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.10618, ""eig_by_target"": {""0"": 0.00733, ""1"": 0.52855, ""2"": 0.64408, ""3"": 1.10618, ""4"": 0.00756}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260825,1,3,7.6147,36,1.09893,0.93965,0.15927,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09893, ""eig_by_target"": {""0"": 0.00011, ""1"": 0.5213, ""2"": 0.69459, ""3"": 1.09893, ""4"": 0.00031}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260826,1,0,5.5916,,,,,,0.66667,,2,0,
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260825,1,3,7.6147,48,2.17472,0.93966,1.23506,0.60949,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63758, ""eig_by_target"": {""0"": 1.27595, ""1"": 0.64793, ""2"": 0.50576, ""3"": 1.63758, ""4"": 1.16199}}"
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260826,1,0,5.5916,48,2.03002,0.00023,2.02978,0.99998,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63474, ""eig_by_target"": {""0"": 1.63474, ""1"": 0.72055, ""2"": 1.36375, ""3"": 0.15628, ""4"": 0.82804}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260826,1,0,5.5916,48,2.05635,0.00019,2.05616,0.99998,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.66104, ""eig_by_target"": {""0"": 1.66104, ""1"": 0.7271, ""2"": 1.37381, ""4"": 0.84085}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260826,1,0,5.5916,36,1.09863,0.30838,0.79025,0.9281,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09863, ""eig_by_target"": {""0"": 1.09863, ""2"": 0.57877, ""4"": 0.52101}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260826,1,0,5.5916,30,2.02997,0.00019,2.02978,0.99998,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.6347, ""eig_by_target"": {""0"": 1.6347, ""1"": 0.72051, ""2"": 1.36371, ""4"": 0.78798}}"
