run_id,arm,model_tag,level,seed,step,target,value,undirected_before,undirected_after,mec_size_before,mec_entropy_before,mec_exhaustive,true_gain_chosen,true_gain_best,selection_regret,selection_quality,eig_chosen_nats,eig_best_nats,eig_regret_nats,edges_resolved,orientations_correct,orientations_wrong,selector_meta
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,848528041,1,1,5.6769,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,848528041,2,4,3.3591,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,433882786,2,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,433882786,2,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,848528041,1,4,3.3591,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X4 will resolve the undirected edge between X4 and X5, as X4 has one incident undirected edge and is not downstream of any other variables with undirected edges."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,848528041,2,1,5.6769,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X1 will resolve the remaining undirected edge between X1 and X3, as X1 has one incident undirected edge and is not yet intervened upon."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,433882786,1,1,3.0714,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,0,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,433882786,2,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,1004126917,1,4,3.8866,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,920829464,1,3,3.0893,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,433882786,1,3,3.0007,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X3 will resolve the orientation of the undirected edge between X3 and X2, and potentially clarify the direction of the edge between X3 and X1."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,433882786,2,1,3.0714,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X1 will resolve the direction of the undirected edge between X1 and X4, providing clarity on their relationship."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,433882786,1,4,2.9968,2,1,4,1.38629,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X4 will resolve the remaining direction uncertainty since it is connected to an undirected edge [1,4] and will orient this edge, providing information about the true causal direction."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,433882786,2,2,6.194,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X2 will resolve the remaining undirected edge between X2 and X3, as X2 has one incident undirected edge and this intervention will orient it correctly."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,920829464,1,3,3.0893,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,920829464,1,4,5.4018,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,920829464,1,3,3.0893,2,0,3,1.09861,1,2,2,0.0,1.0,0.63651,1.09861,0.4621,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X3 will resolve the orientation of the undirected edge between X3 and X4, and potentially reveal the direction of the edge between X3 and X5."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,424836758,1,2,3.2643,4,0,5,1.60944,1,4,4,0.0,1.0,0.95027,1.05492,0.10465,4,4,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,424836758,1,2,3.2643,4,0,5,1.60944,1,4,4,0.0,1.0,0.95027,1.05492,0.10465,4,4,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,920829464,1,4,5.4018,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 3, ""mec_entropy_nats"": 1.09861, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,424836758,1,3,6.1926,4,1,5,1.60944,1,3,4,1.0,0.75,1.05492,1.05492,0.0,3,3,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.05492, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,424836758,2,2,3.2643,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,920829464,1,4,5.4018,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X4 will resolve the remaining direction uncertainty involving X4, which is connected to X3 and X5. This intervention will orient the undirected edge between X3 and X4, and potentially reveal more directed relationships in the graph."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,1036482875,2,0,10.8191,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,424836758,1,0,11.7254,4,2,5,1.60944,1,2,4,2.0,0.5,0.95027,1.05492,0.10465,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X0 will resolve the orientation of the undirected edges (X0, X1), (X0, X3), and (X0, X4), providing clarity on the relationships involving X0."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,424836758,2,2,3.2643,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X2 will resolve the orientation of the undirected edges (X2, X3) and (X2, X5), providing clarity on the relationships involving X2."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55958, ""mec_size"": 8, ""mec_entropy_nats"": 2.07944, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,1036482875,2,0,10.8191,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,424836758,1,0,11.7254,4,2,5,1.60944,1,2,4,2.0,0.5,0.95027,1.05492,0.10465,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X0 will resolve the remaining uncertainty about the directions of edges (0,1) and (0,3), since X0 has undirected edges to both of these nodes and no other variables have undirected edges to both of them."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,424836758,2,2,3.2643,2,0,3,1.09861,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X2 will resolve the remaining direction uncertainty since it is incident to two undirected edges, which are exactly the edges that observational data cannot orient. This intervention will reveal the true orientation of both undirected edges connected to X2."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,424836758,1,3,6.1926,4,1,5,1.60944,1,3,4,1.0,0.75,1.05492,1.05492,0.0,3,3,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.05492, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,424836758,2,2,3.2643,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X1 will resolve the orientation of the undirected edges incident to it, specifically the edges with X0 and X3."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,1036482875,2,0,10.8191,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X0 will resolve the direction of the undirected edge between X0 and X3, as it has an undirected edge and will help clarify the graph structure."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260819T074713Z,oracle+llm,qwen3-coder-30b-a3b-instruct,1,1036482875,2,0,10.8191,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,1036482875,1,1,3.012,4,1,8,2.07944,1,3,3,0.0,1.0,1.55958,1.55958,0.0,3,3,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.55958, ""mec_size"": 8, ""mec_entropy_nats"": 2.07944, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,1036482875,2,0,10.8191,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,674912463,1,1,4.688,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_true_gain"", ""gain"": 2}"
20260819T074713Z,oracle+llm,gpt-4o-mini-2024-07-18,1,674912463,2,0,3.0206,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_true_gain"", ""gain"": 1}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,674912463,1,1,4.688,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""mec_size"": 6, ""mec_entropy_nats"": 1.79176, ""mec_exhaustive"": true}"
20260819T074713Z,eig+llm,gpt-4o-mini-2024-07-18,1,674912463,2,0,3.0206,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.69315, ""mec_size"": 2, ""mec_entropy_nats"": 0.69315, ""mec_exhaustive"": true}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,674912463,1,1,4.688,3,1,6,1.79176,1,2,2,0.0,1.0,1.09861,1.09861,0.0,2,2,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X1 will resolve the orientation of the undirected edges to X3 and X4, as well as clarify the relationship with X0."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260819T074713Z,llm+llm,gpt-4o-mini-2024-07-18,1,674912463,2,0,3.0206,1,0,2,0.69315,1,1,1,0.0,1.0,0.69315,0.69315,0.0,1,1,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X0 will resolve the undirected edge with X5 and clarify the direction of the edge between them."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
