graph,condition,run_id,arm,model_tag,level,seed,step,target,value,n_hypotheses,entropy_before_nats,entropy_after_nats,entropy_drop_nats,map_weight_after,map_directed_f1_after,truth_rank_after,edges_resolved,undirected_after,selector_meta
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260823,1,1,6.1009,,,,,,0.85714,,3,0,
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,6.6177,48,1.60944,0.55771,1.05173,0.78209,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.2051, ""eig_by_target"": {""0"": 0.56972, ""1"": 0.69393, ""2"": 1.2051, ""3"": 0.33867, ""4"": 0.45419}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260822,1,2,6.6177,24,1.09861,0.43319,0.66542,0.88623,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260822,1,2,6.6177,36,1.09861,0.43319,0.66542,0.88623,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260823,1,1,6.1009,24,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260823,1,1,6.1009,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""1"": 1.38629, ""2"": 0.74544, ""3"": 0.47078, ""4"": 0.65389}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260822,1,2,6.6177,48,1.09861,0.6841,0.41451,0.83058,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.46323}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260824,1,2,6.6895,,,,,,0.85714,,3,0,
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260823,1,1,6.1009,24,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260823,1,1,6.1009,36,1.09861,0.44477,0.65385,0.88198,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""2"": 0.8098, ""3"": 0.69428}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260824,1,2,6.6895,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.38629, ""3"": 0.47078, ""4"": 0.65389}}"
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,6.6895,48,1.76923,0.64423,1.125,0.85342,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.2611, ""eig_by_target"": {""0"": 0.94576, ""2"": 1.2611, ""4"": 0.91141}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260823,1,1,6.1009,48,1.57241,0.44477,1.12764,0.88198,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.00868, ""eig_by_target"": {""0"": 0.79748, ""1"": 1.00868, ""2"": 0.19098, ""3"": 0.33176, ""4"": 0.69401}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260824,1,2,6.6895,48,1.12374,0.60405,0.51969,0.8584,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.1236, ""eig_by_target"": {""0"": 0.54558, ""2"": 1.1236, ""4"": 0.64489}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260825,1,3,6.5865,,,,,,0.85714,,3,0,
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260823,1,1,6.1009,48,1.57241,0.44477,1.12764,0.88198,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.00868, ""eig_by_target"": {""0"": 0.79748, ""1"": 1.00868, ""2"": 0.19098, ""3"": 0.33176, ""4"": 0.69401}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260824,1,2,6.6895,36,1.09861,0.33076,0.76785,0.9211,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.69428}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260824,1,2,6.6895,48,1.09861,0.55559,0.54302,0.85891,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.52099, ""2"": 1.09861, ""4"": 0.63651}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,6.5865,34,2.17738,1.04091,1.13647,0.49828,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.74489, ""eig_by_target"": {""0"": 0.84202, ""1"": 0.93263, ""2"": 0.99412, ""3"": 1.74489}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,6.6895,48,0.0779,0.00389,0.07401,0.99959,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.07136, ""eig_by_target"": {""0"": 0.04674, ""1"": 0.02811, ""2"": 0.07136, ""3"": 0.05989, ""4"": 0.00921}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260825,1,3,6.5865,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.56234, ""1"": 0.47078, ""2"": 0.83699, ""3"": 1.38629}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,1,12.6546,48,1.93202,1.09861,0.8334,0.33333,0.2,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.47215, ""eig_by_target"": {""0"": 0.09519, ""1"": 1.47215, ""2"": 1.16394, ""3"": 1.37421, ""4"": 0.88708}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260825,1,3,6.5865,48,1.09861,1.54085,-0.44224,0.41355,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.63651, ""2"": 0.69428, ""3"": 1.09861}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,3,6.5865,48,1.09861,1.40111,-0.3025,0.444,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,6.5865,48,1.09861,1.2985,-0.19989,0.45682,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,shared,20260820T064424Z,pc_greedy_meek,none,-1,20260826,1,0,5.6091,,,,,,0.75,,4,0,
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260825,1,3,6.5865,48,1.65827,0.53651,1.12176,0.84592,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.23501, ""eig_by_target"": {""0"": 0.93453, ""1"": 0.38159, ""2"": 0.33983, ""3"": 1.23501, ""4"": 0.88512}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260825,1,3,6.5865,24,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260825,1,3,6.5865,36,1.09861,0.53651,0.5621,0.84592,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 0.75204, ""3"": 1.09861}}"
cancer,shared,20260820T064424Z,probe_skel_only,none,-1,20260826,1,0,5.6091,12,2.07944,0.0,2.07944,1.0,0.75,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.44406, ""eig_by_target"": {""0"": 1.44406, ""1"": 1.31872, ""2"": 1.24132, ""4"": 0.47078}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260826,1,0,5.6091,48,0.9473,0.0,0.9473,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.91499, ""eig_by_target"": {""0"": 0.91499, ""1"": 0.25415, ""2"": 0.25415, ""4"": 0.77692}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260826,1,0,5.6091,48,1.30086,0.55767,0.74319,0.83697,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.24386, ""eig_by_target"": {""0"": 1.24386, ""1"": 0.52051, ""2"": 0.40972, ""4"": 0.99336}}"
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260826,1,2,11.0896,48,1.80344,1.09861,0.70483,0.33333,0.36364,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.11648, ""eig_by_target"": {""0"": 1.0242, ""1"": 0.02535, ""2"": 1.11648, ""3"": 0.30868, ""4"": 0.38246}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,shared,20260820T064424Z,probe_oracle_edits,none,-1,20260826,1,0,5.6091,48,0.27251,0.0,0.27251,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.27251, ""eig_by_target"": {""0"": 0.27251, ""1"": 0.27215, ""2"": 0.0, ""3"": 0.22622, ""4"": 0.15832}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260826,1,0,5.6091,48,1.30086,0.55767,0.74319,0.83697,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.24386, ""eig_by_target"": {""0"": 1.24386, ""1"": 0.52051, ""2"": 0.40972, ""4"": 0.99336}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260826,1,1,2.9577,48,0.47274,0.69052,-0.21778,0.6375,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.47268, ""eig_by_target"": {""0"": 0.35722, ""1"": 0.47268, ""2"": 0.17369, ""3"": 0.37244, ""4"": 0.31881}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260827,1,3,7.4136,48,1.40131,0.0,1.40131,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.76354, ""eig_by_target"": {""1"": 0.11995, ""2"": 0.30783, ""3"": 0.76354}}"
cancer,named,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260827,1,3,7.4136,48,2.12237,0.0,2.12237,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.6111, ""eig_by_target"": {""0"": 1.14641, ""1"": 0.69205, ""2"": 0.53908, ""3"": 1.6111, ""4"": 1.20973}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260827,1,3,7.4136,48,2.34377,0.44154,1.90224,0.88317,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.7435, ""eig_by_target"": {""0"": 1.17505, ""1"": 0.64732, ""2"": 0.65201, ""3"": 1.7435, ""4"": 1.19415}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260827,1,3,7.4136,48,2.16839,0.09909,2.06931,0.98493,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.58861, ""eig_by_target"": {""0"": 1.21593, ""1"": 0.69971, ""2"": 0.46741, ""3"": 1.58861, ""4"": 1.05717}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260827,1,3,7.4136,48,2.34377,0.44154,1.90224,0.88317,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.7435, ""eig_by_target"": {""0"": 1.17505, ""1"": 0.64732, ""2"": 0.65201, ""3"": 1.7435, ""4"": 1.19415}}"
cancer,shared,20260820T064424Z,probe_oracle_edits,none,-1,20260827,1,3,7.4136,40,0.64084,0.0,0.64084,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.64044, ""eig_by_target"": {""0"": 0.6403, ""1"": 0.0, ""2"": 0.19228, ""3"": 0.64044, ""4"": 0.54071}}"
cancer,shared,20260820T064424Z,probe_random_edits,none,-1,20260827,1,0,2.8208,48,2.29815,0.96169,1.33646,0.71127,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.46331, ""eig_by_target"": {""0"": 1.46331, ""1"": 0.61865, ""2"": 0.59199, ""3"": 1.45181, ""4"": 0.99197}}"
cancer,anon,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260827,1,3,7.4136,48,1.40131,0.0,1.40131,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.76354, ""eig_by_target"": {""1"": 0.11995, ""2"": 0.30783, ""3"": 0.76354}}"
cancer,anon,20260820T064424Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260827,1,3,7.4136,48,2.35242,0.0,2.35242,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.48724, ""eig_by_target"": {""0"": 1.28181, ""1"": 0.68918, ""2"": 0.71991, ""3"": 1.48724, ""4"": 1.12465}}"
cancer,anon,20260820T064424Z,probe,gpt-5.4-mini,-1,20260827,1,3,7.4136,48,2.24198,0.0,2.24198,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.73724, ""eig_by_target"": {""0"": 1.21957, ""1"": 0.63042, ""2"": 0.62437, ""3"": 1.73724, ""4"": 1.19342}}"
cancer,anon,20260820T064424Z,probe,claude-haiku-4.5,-1,20260827,1,3,7.4136,48,2.1508,0.0,2.1508,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.57471, ""eig_by_target"": {""0"": 1.12039, ""1"": 0.69838, ""2"": 0.47099, ""3"": 1.57471, ""4"": 1.05342}}"
cancer,anon,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260827,1,3,7.4136,48,1.91738,0.44154,1.47584,0.88317,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.32164, ""eig_by_target"": {""0"": 1.04945, ""1"": 0.73688, ""2"": 0.3999, ""3"": 1.32164, ""4"": 0.94109}}"
cancer,named,20260820T064424Z,probe,gpt-4o-mini-2024-07-18,-1,20260828,1,0,3.0117,48,0.75593,0.07626,0.67967,0.98742,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.38644, ""eig_by_target"": {""0"": 0.38644, ""1"": 0.34948, ""2"": -0.02636, ""3"": 0.08526, ""4"": 0.3143}}"
cancer,named,20260820T064424Z,probe,gpt-5.4-mini,-1,20260828,1,4,4.7115,48,1.88169,0.81059,1.0711,0.74582,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.32987, ""eig_by_target"": {""0"": 1.13103, ""1"": 0.84464, ""2"": 0.31059, ""3"": 0.53372, ""4"": 1.32987}}"
cancer,named,20260820T064424Z,probe,claude-haiku-4.5,-1,20260828,1,4,4.7115,48,1.89088,0.4324,1.45848,0.90809,0.88889,2,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.17462, ""eig_by_target"": {""0"": 0.96409, ""1"": 0.95631, ""2"": 0.21075, ""3"": 0.35245, ""4"": 1.17462}}"
cancer,named,20260820T064424Z,probe,gemini-3-flash-preview,-1,20260828,1,4,4.7115,40,1.59766,0.45102,1.14663,0.87966,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.04533, ""eig_by_target"": {""0"": 0.8661, ""1"": 0.88485, ""2"": 0.36771, ""3"": 0.26696, ""4"": 1.04533}}"
