run_id,timestamp_utc,study,arm,selector,inferencer,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,pc_undirected_edges,pc_directed_edges,mec_size_initial,mec_entropy_initial,belief_undirected_final,selection_regret_total,selection_regret_mean,eig_regret_total,selection_quality_mean,wasted_steps,orientations_correct,orientations_wrong,orientation_accuracy,select_wasted_targets,select_repeat_targets,infer_rule,infer_repairs,infer_dropped_malformed,infer_dropped_self_loop,infer_dropped_out_of_range,infer_dropped_cycle,infer_dropped_overlap,infer_dropped_duplicate,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
20260816T142815Z,2026-08-16T14:28:56.610653+00:00,study1,llm+llm,llm,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1719885688,17198856880108,6,6,300,150,3,2,6,2,success,,5.381,0.6,1.0,0.7499999999999999,1.0,0.5,0.8333333333333334,0.625,5,1.0,2,2,10,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,4,3,0,0,16324,245,15232,16569,0.0014532,5.3677
20260816T142815Z,2026-08-16T14:28:30.479678+00:00,study1,llm+llm,llm,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,295485567,2954855670108,6,6,300,150,2,1,6,4,success,,32.309,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,1,5,1,1,1.0,1,4,2,5,1.60944,0,0.0,0.0,0.0,1.0,0,4,0,1.0,0,0,llm,0,0,0,0,0,0,0,2,0,0,17733,624,1152,18357,0.00862593,32.2923
20260816T142815Z,2026-08-16T14:29:02.814455+00:00,study1,oracle+llm,oracle,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,239607114,2396071140108,6,6,300,150,2,1,6,4,success,,6.471,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,0.5,2,1,5,0,2,0.909091,0,3,2,6,1.79176,0,0.0,0.0,0.0,1.0,0,3,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,15409,97,0,15506,0.00236955,6.4558
20260816T142815Z,2026-08-16T14:28:51.386199+00:00,study1,eig+llm,eig,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1719885688,17198856880108,6,6,300,150,3,2,6,2,success,,18.669,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,2,2,6,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,22228,310,22208,22538,0.00253472,18.6555
20260816T142815Z,2026-08-16T14:28:48.092437+00:00,study1,oracle+llm,oracle,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1719885688,17198856880108,6,6,300,150,3,2,6,2,success,,23.25,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,2,2,6,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,22228,358,640,22586,0.0103808,23.2365
20260816T142815Z,2026-08-16T14:29:10.085911+00:00,study1,eig+llm,eig,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,239607114,2396071140108,6,6,300,150,2,1,6,4,success,,4.052,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,0.5,2,1,5,0,2,0.909091,0,3,2,6,1.79176,0,0.0,0.0,0.0,1.0,0,3,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,15409,102,15360,15511,0.00122055,4.0375
20260816T142815Z,2026-08-16T14:28:55.379828+00:00,study1,llm+llm,llm,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1719885688,17198856880108,6,6,300,150,3,2,6,2,success,,22.398,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,2,2,6,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,0,3,0,0,23713,414,23296,24127,0.00298809,22.3854
20260816T142815Z,2026-08-16T14:29:14.166551+00:00,study1,llm+llm,llm,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,239607114,2396071140108,6,6,300,150,2,1,6,4,success,,4.292,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,0.5,2,1,5,0,2,0.909091,0,3,2,6,1.79176,0,0.0,0.0,0.0,1.0,0,3,0,1.0,0,0,llm,0,0,0,0,0,0,0,3,0,0,16369,228,15360,16597,0.00144015,4.276
20260816T142815Z,2026-08-16T14:29:18.488476+00:00,study1,oracle+llm,oracle,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,3.418,0.5,0.6666666666666666,0.5714285714285715,1.0,0.5,0.6666666666666666,0.5714285714285715,6,1.0,1,2,8,0,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,11691,124,0,11815,0.00182805,3.4032
20260816T142815Z,2026-08-16T14:29:02.026593+00:00,study1,oracle+llm,oracle,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,239607114,2396071140108,6,6,300,150,2,1,6,4,success,,26.07,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,0.5,2,1,5,0,2,0.909091,0,3,2,6,1.79176,0,0.0,0.0,0.0,1.0,0,3,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,22106,428,640,22534,0.0104449,26.0538
20260816T142815Z,2026-08-16T14:29:28.129426+00:00,study1,eig+llm,eig,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,2.17,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,5,1.0,1,2,6,0,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,11691,123,11648,11814,0.00095385,2.1567
20260816T142815Z,2026-08-16T14:29:21.931915+00:00,study1,eig+llm,eig,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,10.037,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1.0,1,2,5,0,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,16948,198,16896,17146,0.00188064,10.0236
20260816T142815Z,2026-08-16T14:29:17.810554+00:00,study1,oracle+llm,oracle,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,15.933,1.0,0.8333333333333334,0.9090909090909091,1.0,0.75,0.5,0.6,3,1.0,1,2,4,1,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,16948,322,704,17270,0.00792056,15.9189
20260816T142815Z,2026-08-16T14:29:31.994254+00:00,study1,llm+llm,llm,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,3.126,0.5,0.6666666666666666,0.5714285714285715,1.0,0.5,0.6666666666666666,0.5714285714285715,6,1.0,1,2,8,0,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,0,0,llm,0,0,0,0,0,0,0,2,0,0,12124,162,11648,12286,0.0010422,3.1121
20260816T142815Z,2026-08-16T14:29:35.146139+00:00,study1,oracle+llm,oracle,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1943031107,19430311070108,6,6,300,150,3,2,6,2,success,,3.921,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,2,2,6,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,15320,138,0,15458,0.0023808,3.9089
20260816T142815Z,2026-08-16T14:29:30.322527+00:00,study1,llm+llm,llm,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1279549348,12795493480108,6,6,300,150,3,2,6,6,success,,17.663,1.0,0.8333333333333334,0.9090909090909091,1.0,0.75,0.5,0.6,3,1.0,1,2,4,1,1,0.909091,0,1,4,2,0.69315,0,0.0,0.0,0.0,1.0,0,1,0,1.0,0,0,llm,0,0,0,0,0,0,0,2,0,0,17634,255,17408,17889,0.00210192,17.6493
20260816T142815Z,2026-08-16T14:29:48.012223+00:00,study1,eig+llm,eig,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1943031107,19430311070108,6,6,300,150,3,2,6,2,success,,2.432,0.625,0.8333333333333334,0.7142857142857143,0.8571428571428571,0.5,0.6666666666666666,0.5714285714285715,5,1.0,2,2,8,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,15320,155,15232,15475,0.0012486,2.4187
20260816T142815Z,2026-08-16T14:29:09.314537+00:00,study1,eig+llm,eig,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,239607114,2396071140108,6,6,300,150,2,1,6,4,success,,44.491,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,0.5,2,1,5,0,2,0.909091,0,3,2,6,1.79176,0,0.0,0.0,0.0,1.0,0,3,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,22106,678,22080,22784,0.0031515,44.4757
20260816T142815Z,2026-08-16T14:28:38.092720+00:00,study1,eig+llm,eig,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,325160078,3251600780108,6,6,300,150,2,1,6,4,success,,77.225,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.6666666666666666,0.8,2,1.0,1,1,4,1,1,1.0,1,4,2,5,1.60944,0,0.0,0.0,0.0,1.0,0,4,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,16838,1586,16832,18424,0.00421378,77.2093
20260816T142815Z,2026-08-16T14:29:53.834119+00:00,study1,llm+llm,llm,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1943031107,19430311070108,6,6,300,150,3,2,6,2,success,,4.45,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,2,2,6,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,0,3,0,0,16283,225,15232,16508,0.00143505,4.4343
20260816T142815Z,2026-08-16T14:29:58.312053+00:00,study1,oracle+llm,oracle,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,2.138,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1.0,1,2,6,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,11576,111,0,11687,0.001803,2.1221
20260816T142815Z,2026-08-16T14:29:55.342563+00:00,study1,oracle+llm,oracle,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,8.229,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1.0,1,2,6,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,17029,145,640,17174,0.00767915,8.212
20260816T142815Z,2026-08-16T14:30:03.597523+00:00,study1,eig+llm,eig,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,2.17,0.5,0.6666666666666666,0.5714285714285715,1.0,0.125,0.16666666666666666,0.14285714285714288,9,1.0,1,2,8,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,11576,136,11520,11712,0.000954,2.1479
20260816T142815Z,2026-08-16T14:30:00.474366+00:00,study1,eig+llm,eig,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,8.587,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1.0,1,2,6,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,17029,174,17024,17203,0.00183021,8.5713
20260816T142815Z,2026-08-16T14:30:09.085195+00:00,study1,llm+llm,llm,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,2.944,0.5,0.6666666666666666,0.5714285714285715,1.0,0.125,0.16666666666666666,0.14285714285714288,9,1.0,1,2,8,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,0,2,0,0,12019,160,11520,12179,0.00103485,2.929
20260816T142815Z,2026-08-16T14:29:50.478019+00:00,study1,llm+llm,llm,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1943031107,19430311070108,6,6,300,150,3,2,6,2,success,,29.654,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,2,1.0,2,2,4,0,2,1.0,1,2,4,4,1.38629,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,0,3,0,0,23685,496,1856,24181,0.01083329,29.6402
20260816T142815Z,2026-08-16T14:30:05.794216+00:00,study1,llm+llm,llm,llm,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1580201974,15802019740108,6,6,300,150,3,2,6,6,success,,15.501,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1.0,1,2,6,0,1,0.833333,0,2,4,3,1.09861,0,0.0,0.0,0.0,1.0,0,2,0,1.0,0,0,llm,0,0,0,0,0,0,0,2,0,0,17725,242,17536,17967,0.00207469,15.4783
20260816T142815Z,2026-08-16T14:30:20.165944+00:00,study1,oracle+llm,oracle,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1078156455,10781564550108,6,6,300,150,3,2,6,6,success,,3.765,1.0,0.8333333333333334,0.9090909090909091,1.0,0.4,0.3333333333333333,0.3636363636363636,4,1.0,2,2,5,0,2,1.0,1,6,0,12,2.48491,0,0.0,0.0,0.0,1.0,0,6,0,1.0,,,llm,0,0,0,0,1,0,0,1,0,0,15435,124,0,15559,0.00238965,3.746
20260816T142815Z,2026-08-16T14:30:23.959737+00:00,study1,eig+llm,eig,llm,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1078156455,10781564550108,6,6,300,150,3,2,6,6,success,,3.304,0.6666666666666666,1.0,0.8,1.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,7,0.6666666666666666,3,2,9,0,3,1.0,1,6,0,12,2.48491,0,3.0,1.0,0.0,0.75556,0,6,0,1.0,,,llm,0,0,0,0,0,0,0,1,0,0,19036,118,0,19154,0.0029262,3.2833
