graph,condition,run_id,arm,model_tag,level,seed,step,target,value,n_hypotheses,entropy_before_nats,entropy_after_nats,entropy_drop_nats,map_weight_after,map_directed_f1_after,truth_rank_after,edges_resolved,undirected_after,selector_meta
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260820,1,2,3.8773,12,2.18819,0.328,1.86019,0.92198,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.36672, ""eig_by_target"": {""0"": 0.61973, ""1"": 1.0064, ""2"": 1.36672, ""3"": 0.92147, ""4"": 0.5743}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260821,1,1,5.2509,32,2.14572,0.00729,2.13842,0.9991,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.6414, ""eig_by_target"": {""0"": 0.40376, ""1"": 1.6414, ""3"": 1.47213, ""4"": 0.8901}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260821,1,1,5.2509,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 1.09861, ""3"": 0.57875, ""4"": 0.57875}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260821,1,1,5.2509,32,1.83354,0.02761,1.80593,0.99628,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.48651, ""eig_by_target"": {""0"": 0.95568, ""1"": 1.48651, ""2"": 0.50868, ""3"": 1.27708, ""4"": 0.91801}}"
cancer,shared,20260820T055901Z,probe_oracle_edits,none,-1,20260821,1,0,2.8346,36,0.26864,0.0,0.26864,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.26864, ""eig_by_target"": {""0"": 0.26864, ""1"": 0.26767, ""2"": 0.26863, ""3"": 0.25081, ""4"": 0.22866}}"
cancer,named,20260820T055901Z,probe,gpt-5.4-mini,-1,20260821,1,1,5.2509,12,1.76329,0.80247,0.96082,0.71044,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.12099, ""eig_by_target"": {""0"": 0.01337, ""1"": 1.12099, ""2"": 0.01396, ""3"": 0.53413, ""4"": 0.70241}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260820,1,2,3.8773,18,2.18819,0.328,1.86019,0.92198,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.36672, ""eig_by_target"": {""0"": 0.61973, ""1"": 1.0064, ""2"": 1.36672, ""3"": 0.92147, ""4"": 0.5743}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260821,1,1,5.2509,32,1.70412,0.01228,1.69183,0.99858,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.58502, ""eig_by_target"": {""0"": 0.84064, ""1"": 1.58502, ""2"": 0.3062, ""3"": 0.78826, ""4"": 0.87988}}"
cancer,named,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260821,1,0,2.8346,36,0.26864,0.0,0.26864,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.26864, ""eig_by_target"": {""0"": 0.26864, ""1"": 0.26767, ""2"": 0.26863, ""3"": 0.25081, ""4"": 0.22866}}"
cancer,anon,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260821,1,1,5.2509,30,1.44142,1.07815,0.36327,0.62212,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.08902, ""eig_by_target"": {""0"": 0.05417, ""1"": 1.08902, ""2"": 0.46486, ""3"": 0.91599, ""4"": 0.80055}}"
cancer,shared,20260820T055901Z,pc_greedy_meek,none,-1,20260822,1,2,7.7535,,,,,,0.66667,,2,0,
cancer,anon,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260821,1,1,5.2509,28,1.96217,0.5691,1.39308,0.74803,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.67763, ""eig_by_target"": {""0"": 0.97261, ""1"": 1.67763, ""2"": 0.61622, ""3"": 0.95475, ""4"": 1.13802}}"
cancer,anon,20260820T055901Z,probe,gpt-5.4-mini,-1,20260821,1,1,5.2509,28,1.39679,0.01058,1.38621,0.99875,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.39366, ""eig_by_target"": {""0"": 0.65813, ""1"": 1.39366, ""2"": 0.00877, ""3"": 0.48095, ""4"": 0.5726}}"
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260821,1,1,5.2509,36,1.50924,0.82073,0.68851,0.70857,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.44788, ""eig_by_target"": {""0"": 0.35045, ""1"": 1.44788, ""2"": 0.11279, ""3"": 0.92749, ""4"": 1.08915}}"
cancer,named,20260820T055901Z,probe,claude-haiku-4.5,-1,20260821,1,1,5.2509,28,1.96217,0.5691,1.39308,0.74803,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.67763, ""eig_by_target"": {""0"": 0.97261, ""1"": 1.67763, ""2"": 0.61622, ""3"": 0.95475, ""4"": 1.13802}}"
cancer,named,20260820T055901Z,probe,gpt-5.4-mini,-1,20260822,1,2,7.7535,30,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.65389, ""1"": 0.47078, ""2"": 1.38629, ""3"": 0.65389}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260822,1,2,7.7535,44,1.38775,1.52519,-0.13744,0.37677,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09894, ""eig_by_target"": {""0"": 0.65534, ""1"": 0.86789, ""2"": 1.09894, ""3"": 0.65534}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260822,1,2,7.7535,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""1"": 0.69428, ""2"": 1.09861, ""3"": 0.63651}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260822,1,2,7.7535,32,1.52282,0.0,1.52282,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.50177, ""eig_by_target"": {""0"": 0.69939, ""1"": 0.72132, ""2"": 1.50177, ""3"": 0.89593}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260821,1,1,5.2509,30,1.83265,0.01849,1.81417,0.99735,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.48607, ""eig_by_target"": {""0"": 0.89731, ""1"": 1.48607, ""2"": 0.43707, ""3"": 1.36909, ""4"": 1.00859}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,7.7535,30,1.81571,0.0,1.81571,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.66222, ""eig_by_target"": {""0"": 0.54143, ""1"": 0.89098, ""2"": 1.66222, ""3"": 0.81716}}"
cancer,named,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260822,1,2,7.7535,48,2.30299,0.69315,1.60985,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72537, ""eig_by_target"": {""0"": 1.11032, ""1"": 0.45458, ""2"": 1.72537, ""3"": 0.33899, ""4"": 1.10929}}"
cancer,anon,20260820T055901Z,probe,gpt-5.4-mini,-1,20260822,1,2,7.7535,12,1.77758,0.81763,0.95995,0.70077,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.14996, ""eig_by_target"": {""0"": 0.0401, ""1"": 0.50279, ""2"": 1.14996, ""3"": 0.60512, ""4"": 0.03339}}"
cancer,shared,20260820T055901Z,pc_greedy_meek,none,-1,20260823,1,1,5.1721,,,,,,0.85714,,3,0,
cancer,anon,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260822,1,2,7.7535,30,1.81571,0.0,1.81571,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.66222, ""eig_by_target"": {""0"": 0.54143, ""1"": 0.89098, ""2"": 1.66222, ""3"": 0.81716}}"
cancer,anon,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,named,20260820T055901Z,probe,claude-haiku-4.5,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,named,20260820T055901Z,probe,gpt-5.4-mini,-1,20260823,1,4,3.1765,36,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260823,1,1,5.1721,48,1.76177,0.39015,1.37162,0.91174,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60125, ""eig_by_target"": {""0"": 0.9273, ""1"": 1.60125, ""2"": 0.94484, ""3"": 0.92807, ""4"": 0.85545}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260823,1,1,5.1721,8,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""1"": 1.3863, ""2"": 0.47079, ""3"": 0.56234, ""4"": 0.37923}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260822,1,2,7.7535,28,2.2719,1.44974,0.82216,0.38552,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.69326, ""eig_by_target"": {""0"": 0.01975, ""1"": 0.77345, ""2"": 1.69326, ""3"": 1.08699, ""4"": 0.07757}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260823,1,0,2.5832,48,1.22062,0.0,1.22062,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.02361, ""eig_by_target"": {""0"": 1.02361, ""1"": 0.86275, ""2"": 0.47037, ""3"": 0.24075, ""4"": 0.53515}}"
cancer,shared,20260820T055901Z,probe_oracle_edits,none,-1,20260823,1,4,3.1765,24,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260823,1,1,5.1721,48,1.3314,0.19741,1.13399,0.95196,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.02049, ""eig_by_target"": {""0"": 0.89348, ""1"": 1.02049, ""2"": 0.93245, ""3"": 0.16391, ""4"": 0.89363}}"
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260822,1,2,7.7535,48,2.30299,0.69315,1.60985,0.5,0.88889,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.72537, ""eig_by_target"": {""0"": 1.11032, ""1"": 0.45458, ""2"": 1.72537, ""3"": 0.33899, ""4"": 1.10929}}"
cancer,named,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260823,1,1,5.1721,48,2.69436,1.22097,1.47339,0.48935,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.04515, ""eig_by_target"": {""0"": 1.12086, ""1"": 2.04515, ""2"": 1.31647, ""3"": 0.618, ""4"": 1.04703}}"
cancer,anon,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260823,1,4,3.1765,48,1.22062,0.00044,1.22018,0.99996,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.99087, ""eig_by_target"": {""0"": 0.80762, ""1"": 0.86305, ""2"": 0.67629, ""3"": 0.50427, ""4"": 0.99087}}"
cancer,anon,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260823,1,1,5.1721,48,1.64237,1.06899,0.57339,0.51012,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.5977, ""eig_by_target"": {""0"": 0.30731, ""1"": 1.5977, ""2"": 0.95992, ""3"": 0.83395, ""4"": 0.16363}}"
cancer,anon,20260820T055901Z,probe,gpt-5.4-mini,-1,20260823,1,4,3.1765,24,0.98082,0.00032,0.9805,0.99997,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.79338, ""eig_by_target"": {""0"": 0.64116, ""1"": 0.72775, ""2"": 0.78303, ""3"": 0.28476, ""4"": 0.79338}}"
cancer,shared,20260820T055901Z,pc_greedy_meek,none,-1,20260824,1,2,7.0505,,,,,,0.66667,,2,0,
cancer,named,20260820T055901Z,probe,claude-haiku-4.5,-1,20260823,1,1,5.1721,48,1.76177,0.39015,1.37162,0.91174,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60125, ""eig_by_target"": {""0"": 0.9273, ""1"": 1.60125, ""2"": 0.94484, ""3"": 0.92807, ""4"": 0.85545}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260824,1,2,7.0505,8,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.57875}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260823,1,1,5.1721,36,1.4692,1.02986,0.43934,0.51369,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.42712, ""eig_by_target"": {""0"": 0.24345, ""1"": 1.42712, ""2"": 0.92191, ""3"": 0.68117, ""4"": 0.09254}}"
cancer,named,20260820T055901Z,probe,gpt-5.4-mini,-1,20260824,1,2,7.0505,48,1.60244,0.16538,1.43706,0.96696,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.60243, ""eig_by_target"": {""0"": 0.96705, ""1"": 0.70599, ""2"": 1.60243, ""3"": 0.63898, ""4"": 1.24831}}"
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260823,1,1,5.1721,48,2.69436,1.22097,1.47339,0.48935,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.04515, ""eig_by_target"": {""0"": 1.12086, ""1"": 2.04515, ""2"": 1.31647, ""3"": 0.618, ""4"": 1.04703}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260824,1,2,7.0505,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 0.69428, ""2"": 1.09861, ""4"": 0.57875}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260824,1,2,7.0505,32,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.56234}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,7.0505,32,1.38629,0.51971,0.86658,0.83217,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""eig_by_target"": {""0"": 1.03972, ""2"": 1.03972, ""3"": 0.56234, ""4"": 0.65389}}"
cancer,anon,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260824,1,2,7.0505,32,2.06522,0.16538,1.89984,0.96696,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.80721, ""eig_by_target"": {""0"": 1.3921, ""1"": 1.10077, ""2"": 1.80721, ""3"": 0.59024, ""4"": 1.26692}}"
cancer,shared,20260820T055901Z,pc_greedy_meek,none,-1,20260825,1,3,7.6147,,,,,,0.85714,,3,0,
cancer,anon,20260820T055901Z,probe,gpt-5.4-mini,-1,20260824,1,2,7.0505,46,1.38629,0.55363,0.83266,0.82777,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""eig_by_target"": {""0"": 1.03972, ""2"": 1.03972, ""3"": 0.56234, ""4"": 0.65389}}"
cancer,anon,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260824,1,2,7.0505,38,1.38629,0.55363,0.83266,0.82777,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""eig_by_target"": {""0"": 1.03972, ""2"": 1.03972, ""3"": 0.56234, ""4"": 0.65389}}"
cancer,named,20260820T055901Z,probe,claude-haiku-4.5,-1,20260824,1,2,7.0505,30,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,7.6147,44,2.64174,0.0,2.64174,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.91738, ""eig_by_target"": {""0"": 1.27205, ""1"": 1.31892, ""2"": 0.88337, ""3"": 1.91738}}"
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260824,1,2,7.0505,38,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260825,1,3,7.6147,8,1.38629,0.0,1.38629,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38629, ""eig_by_target"": {""0"": 0.56234, ""1"": 0.56234, ""2"": 0.65389, ""3"": 1.38629}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260825,1,3,7.6147,48,1.09903,0.93965,0.15938,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09903, ""eig_by_target"": {""0"": 0.00018, ""1"": 0.57917, ""2"": 0.69469, ""3"": 1.09903, ""4"": 0.00042}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,0,3.1039,48,0.70335,0.20311,0.50023,0.95214,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.63844, ""eig_by_target"": {""0"": 0.63844, ""1"": 0.34106, ""2"": 0.4345, ""3"": 0.32737, ""4"": 0.51772}}"
cancer,named,20260820T055901Z,probe,gpt-5.4-mini,-1,20260825,1,3,7.6147,36,1.09893,0.93965,0.15927,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09893, ""eig_by_target"": {""0"": 0.00011, ""1"": 0.5213, ""2"": 0.69459, ""3"": 1.09893, ""4"": 0.00031}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260824,1,2,7.0505,38,1.3863,0.0,1.3863,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.3863, ""eig_by_target"": {""0"": 0.65389, ""2"": 1.3863, ""3"": 0.47079, ""4"": 0.65389}}"
cancer,anon,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260825,1,3,7.6147,44,2.64174,0.0,2.64174,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.91738, ""eig_by_target"": {""0"": 1.27205, ""1"": 1.31892, ""2"": 0.88337, ""3"": 1.91738}}"
cancer,anon,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260825,1,3,7.6147,48,1.09903,0.93965,0.15938,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09903, ""eig_by_target"": {""0"": 0.00018, ""1"": 0.52141, ""2"": 0.6947, ""3"": 1.09903, ""4"": 0.00042}}"
cancer,shared,20260820T055901Z,pc_greedy_meek,none,-1,20260826,1,0,5.5916,,,,,,0.66667,,2,0,
cancer,anon,20260820T055901Z,probe,gpt-5.4-mini,-1,20260825,1,3,7.6147,48,1.10618,1.106,0.00017,0.57433,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.10618, ""eig_by_target"": {""0"": 0.00733, ""1"": 0.52855, ""2"": 0.64408, ""3"": 1.10618, ""4"": 0.00756}}"
cancer,anon,20260820T055901Z,probe,claude-haiku-4.5,-1,20260825,1,3,7.6147,36,1.09893,0.93965,0.15927,0.60949,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09893, ""eig_by_target"": {""0"": 0.00011, ""1"": 0.5213, ""2"": 0.69459, ""3"": 1.09893, ""4"": 0.00031}}"
cancer,named,20260820T055901Z,probe,gpt-4o-mini-2024-07-18,-1,20260826,1,0,5.5916,32,2.02997,0.00019,2.02978,0.99998,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.6347, ""eig_by_target"": {""0"": 1.6347, ""1"": 0.72051, ""2"": 1.36371, ""4"": 0.78798}}"
cancer,anon,20260820T055901Z,probe,gemini-3-flash-preview,-1,20260825,1,3,7.6147,48,2.17472,0.93966,1.23506,0.60949,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.57982, ""eig_by_target"": {""0"": 1.38031, ""1"": 0.74337, ""2"": 0.50576, ""3"": 1.57982, ""4"": 1.15771}}"
cancer,named,20260820T055901Z,probe,qwen3-coder-30b-a3b-instruct,-1,20260826,1,0,5.5916,32,2.03,0.00023,2.02977,0.99998,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.63473, ""eig_by_target"": {""0"": 1.63473, ""1"": 0.72054, ""2"": 1.36374, ""3"": 0.15627, ""4"": 0.82028}}"
cancer,shared,20260820T055901Z,probe_skel_only,none,-1,20260826,1,0,5.5916,4,1.09861,0.0,1.09861,1.0,0.66667,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""0"": 1.09861, ""2"": 0.57875, ""4"": 0.52099}}"
cancer,shared,20260820T055901Z,probe_random_edits,none,-1,20260826,1,0,5.5916,32,1.38635,5e-05,1.38631,1.0,0.85714,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.38633, ""eig_by_target"": {""0"": 1.38633, ""1"": 0.74549, ""2"": 0.47084, ""3"": 6e-05, ""4"": 0.47084}}"
